order id,customer id,product id,order status,payment id,order date,shipping id,Is old customer,feedback,'quantity':'cost'
2020,2786,CHR102,Cancelled,5,4/21/2024,1,No,2,'3': '126.8240468'
2021,2786,CHR101,Completed,4,8/24/2024,3,No,5,'6': '4.189729272'
2022,2787,DSK103,Completed,3,3/1/2024,1,No,3,'1': '123.2006214'
2023,2789,CHR102,Cancelled,5,2/1/2024,1,No,2,'1': '126.8240468'
2024,2789,SCB101,Completed,5,4/20/2024,4,Yes,3,'3': '55.75928829'
2025,2789,DSK103,Completed,5,6/22/2024,3,No,3,'8': '136.8895794'
2026,2791,CHR101,Completed,3,6/12/2024,3,No,5,'6': '4.189729272'
2027,2792,CHR102,Completed,5,1/10/2024,4,No,2,'4': '125.2583178'
2028,2792,DSK103,Cancelled,4,7/26/2024,3,No,3,'3': '136.8895794'
2029,2795,SCB101,Completed,5,1/11/2024,1,No,3,'8': '56.45627939'
2030,2795,CHR102,Completed,4,3/13/2024,1,Yes,2,'1': '126.8240468'
2031,2796,DSK103,Completed,3,4/14/2024,1,No,3,'3': '123.2006214'
2032,2797,DSK103,Completed,5,11/22/2023,1,No,3,'10': '123.2006214'
2033,2797,CHR102,Completed,3,12/19/2023,1,No,2,'4': '126.8240468'
2034,2800,DSK103,Completed,3,4/20/2024,3,Yes,3,'10': '136.8895794'
2035,2800,BSF101,Completed,5,9/12/2024,1,No,3,'8': '69.89256231'
2036,2801,DSK103,Cancelled,5,7/1/2024,4,No,3,'9': '121.6796261'
2037,2802,CHR101,Completed,2,11/12/2023,1,Yes,5,'8': '3.770756345'
2038,2802,BSF101,Cancelled,5,3/3/2024,4,No,3,'2': '69.02969117'
2039,2802,CHR101,Completed,3,3/17/2024,3,No,5,'1': '4.189729272'
2040,2803,CHR102,Completed,4,1/29/2024,1,Yes,2,'7': '126.8240468'
2041,2803,CHR102,Cancelled,3,3/20/2024,3,No,2,'1': '140.9156075'
2042,2805,SCB101,Cancelled,4,4/25/2024,1,Yes,3,'8': '56.45627939'
2043,2806,DSK103,Cancelled,5,9/27/2023,4,No,3,'5': '121.6796261'
2044,2806,SCB101,Cancelled,5,9/8/2024,4,No,3,'5': '55.75928829'
2045,2807,CHR101,Completed,4,1/9/2024,1,No,5,'3': '3.770756345'
2046,2808,CHR101,Completed,5,12/14/2023,3,No,5,'10': '4.189729272'
2047,2810,SCB101,Completed,5,3/17/2024,1,No,3,'1': '56.45627939'
2048,2811,CHR101,Completed,4,2/13/2024,1,Yes,5,'8': '3.770756345'
2049,2813,BSF101,Cancelled,4,8/12/2024,1,Yes,3,'7': '69.89256231'
2050,2814,CHR102,Cancelled,5,10/12/2023,3,Yes,2,'6': '140.9156075'
2051,2814,BSF101,Completed,3,6/18/2024,4,No,3,'7': '69.02969117'
2052,2815,SCB101,Cancelled,5,5/20/2024,1,Yes,3,'1': '56.45627939'
2053,2816,CHR101,Completed,4,5/27/2024,1,No,5,'1': '3.770756345'
2054,2816,SCB101,Completed,4,8/6/2024,3,Yes,3,'7': '62.72919932'
2055,2817,SCB101,Completed,2,11/27/2023,1,Yes,3,'1': '56.45627939'
2056,2817,CHR102,Completed,3,9/8/2024,4,No,2,'9': '125.2583178'
2057,2819,CHR102,Completed,4,11/8/2023,1,No,2,'3': '126.8240468'
2058,2821,CHR101,Completed,4,2/13/2024,3,Yes,5,'5': '4.189729272'
2059,2821,DSK103,Completed,3,5/4/2024,1,No,3,'9': '123.2006214'
2060,2822,CHR101,Completed,5,6/10/2024,3,Yes,5,'8': '4.189729272'
2061,2822,CHR102,Cancelled,3,9/4/2024,3,No,2,'4': '140.9156075'
2062,2825,SCB101,Completed,5,5/23/2024,4,No,3,'6': '55.75928829'
2063,2826,SCB101,Completed,3,1/28/2024,1,Yes,3,'4': '56.45627939'
2064,2826,BSF101,Cancelled,5,5/31/2024,3,Yes,3,'6': '77.65840257'
2065,2827,BSF101,Cancelled,2,11/24/2023,4,No,3,'7': '69.02969117'
2066,2828,SCB101,Completed,2,12/9/2023,4,Yes,3,'1': '55.75928829'
2067,2829,CHR102,Cancelled,4,1/21/2024,3,No,2,'7': '140.9156075'
2068,2831,DSK103,Cancelled,5,2/8/2024,3,Yes,3,'7': '136.8895794'
2069,2836,DSK103,Completed,5,7/21/2024,4,Yes,3,'5': '121.6796261'
2070,2837,SCB101,Cancelled,4,6/6/2024,3,No,3,'2': '62.72919932'
2071,2838,BSF101,Completed,3,10/20/2023,4,No,3,'4': '69.02969117'
2072,2839,CHR101,Completed,4,9/23/2024,4,No,5,'9': '3.724203797'
2073,2840,CHR102,Completed,2,2/21/2024,1,No,2,'7': '126.8240468'
2074,2840,CHR101,Cancelled,4,4/23/2024,3,No,5,'6': '4.189729272'
2075,2841,CHR101,Completed,3,11/24/2023,3,No,5,'10': '4.189729272'
2076,2841,DSK103,Completed,2,8/26/2024,1,No,3,'10': '123.2006214'
2077,2842,CHR101,Completed,4,11/19/2023,4,No,5,'1': '3.724203797'
2078,2846,CHR101,Completed,5,10/10/2023,1,No,5,'6': '3.770756345'
2079,2846,DSK103,Completed,4,8/23/2024,3,No,3,'9': '136.8895794'
2080,2847,CHR102,Cancelled,4,4/27/2024,4,No,2,'7': '125.2583178'
2081,2847,SCB101,Completed,2,8/3/2024,1,Yes,3,'3': '56.45627939'
2082,2848,SCB101,Completed,4,12/16/2023,3,No,3,'9': '62.72919932'
2083,2848,CHR101,Completed,4,3/15/2024,1,No,5,'1': '3.770756345'
2084,2848,BSF101,Completed,2,5/15/2024,1,Yes,3,'3': '69.89256231'
2085,2848,CHR102,Cancelled,2,8/12/2024,1,No,2,'7': '126.8240468'
2086,2849,CHR102,Completed,4,6/3/2024,3,No,2,'7': '140.9156075'
2087,2850,DSK103,Completed,5,10/31/2023,4,No,3,'6': '121.6796261'
2088,2850,CHR102,Cancelled,3,1/30/2024,3,No,2,'1': '140.9156075'
2089,2851,SCB101,Cancelled,2,6/4/2024,4,No,3,'2': '55.75928829'
2090,2852,CHR102,Cancelled,2,5/12/2024,1,No,2,'10': '126.8240468'
2091,2852,SCB101,Cancelled,3,6/21/2024,4,No,3,'4': '55.75928829'
2092,2852,DSK103,Completed,3,7/5/2024,3,No,3,'3': '136.8895794'
2093,2852,CHR102,Completed,4,7/15/2024,4,Yes,2,'3': '125.2583178'
2094,2855,SCB101,Completed,4,10/25/2023,4,No,3,'4': '55.75928829'
2095,2855,CHR102,Completed,3,10/27/2023,1,No,2,'6': '126.8240468'
2096,2855,DSK103,Completed,2,6/17/2024,1,Yes,3,'5': '123.2006214'
2097,2855,CHR101,Completed,5,6/23/2024,1,Yes,5,'4': '3.770756345'
2098,2856,BSF101,Cancelled,4,12/25/2023,3,No,3,'8': '77.65840257'
2099,2856,CHR102,Cancelled,3,8/31/2024,1,No,2,'7': '126.8240468'
2100,2857,CHR101,Cancelled,5,12/23/2023,3,Yes,5,'2': '4.189729272'
2101,2859,DSK103,Completed,2,9/27/2023,3,No,3,'3': '136.8895794'
2102,2859,DSK103,Completed,2,9/22/2024,1,No,3,'8': '123.2006214'
2103,2860,DSK103,Cancelled,5,12/6/2023,3,No,3,'4': '136.8895794'
2104,2861,CHR102,Completed,2,2/23/2024,4,Yes,2,'5': '125.2583178'
2105,2861,CHR101,Completed,2,9/8/2024,3,Yes,5,'6': '4.189729272'
2106,2863,DSK103,Completed,4,10/9/2023,1,Yes,3,'4': '123.2006214'
2107,2864,BSF101,Cancelled,3,12/10/2023,4,No,3,'5': '69.02969117'
2108,2865,DSK103,Cancelled,3,12/7/2023,4,No,3,'1': '121.6796261'
2109,2865,DSK103,Cancelled,2,6/21/2024,1,No,3,'6': '123.2006214'
2110,2871,DSK103,Completed,3,7/30/2024,3,No,3,'2': '136.8895794'
2111,2873,DSK103,Cancelled,5,2/18/2024,1,No,3,'1': '123.2006214'
2112,2874,DSK103,Completed,5,12/31/2023,3,No,3,'10': '136.8895794'
2113,2874,CHR101,Completed,5,3/30/2024,4,Yes,5,'3': '3.724203797'
2114,2875,CHR102,Cancelled,3,9/28/2023,3,No,2,'7': '140.9156075'
2115,2875,CHR101,Completed,4,11/12/2023,1,No,5,'4': '3.770756345'
2116,2878,BSF101,Completed,2,4/16/2024,4,No,3,'1': '69.02969117'
2117,2879,BSF101,Completed,4,6/12/2024,1,No,3,'1': '69.89256231'
2118,2879,DSK103,Completed,4,6/15/2024,1,No,3,'7': '123.2006214'
2119,2879,CHR102,Completed,4,9/21/2024,3,No,2,'9': '140.9156075'
2120,2880,CHR102,Completed,3,9/2/2024,3,No,2,'8': '140.9156075'
2121,2881,DSK103,Cancelled,4,6/13/2024,3,No,3,'10': '136.8895794'
2122,2881,DSK103,Completed,5,9/20/2024,4,Yes,3,'7': '121.6796261'
2123,2882,DSK103,Completed,4,11/21/2023,1,Yes,3,'5': '123.2006214'
2124,2882,DSK103,Completed,4,1/18/2024,4,No,3,'3': '121.6796261'
2125,2884,CHR102,Completed,4,10/24/2023,4,Yes,2,'7': '125.2583178'
2126,2884,SCB101,Completed,5,10/28/2023,4,No,3,'9': '55.75928829'
2127,2886,SCB101,Cancelled,5,4/9/2024,4,No,3,'6': '55.75928829'
2128,2887,SCB101,Cancelled,2,1/13/2024,3,No,3,'4': '62.72919932'
2129,2888,CHR101,Completed,3,2/7/2024,3,Yes,5,'7': '4.189729272'
2130,2888,SCB101,Cancelled,3,3/10/2024,4,No,3,'3': '55.75928829'
2131,2889,DSK103,Completed,5,12/9/2023,1,Yes,3,'4': '123.2006214'
2132,2889,CHR102,Completed,4,1/8/2024,3,No,2,'3': '140.9156075'
2133,2890,CHR101,Cancelled,2,9/11/2024,4,Yes,5,'5': '3.724203797'
2134,2892,BSF101,Completed,3,3/15/2024,3,No,3,'6': '77.65840257'
2135,2893,DSK103,Cancelled,5,2/20/2024,3,No,3,'8': '136.8895794'
2136,2894,SCB101,Completed,5,12/7/2023,3,No,3,'6': '62.72919932'
2137,2895,CHR102,Cancelled,4,5/3/2024,4,No,2,'2': '125.2583178'
2138,2895,DSK103,Completed,3,7/3/2024,4,No,3,'8': '121.6796261'
2139,2895,CHR102,Completed,2,7/9/2024,4,No,2,'7': '125.2583178'
2140,2896,SCB101,Completed,3,4/14/2024,3,No,3,'10': '62.72919932'
2141,2897,CHR102,Completed,2,10/5/2023,4,No,2,'9': '125.2583178'
2142,2897,BSF101,Completed,2,1/19/2024,4,No,3,'7': '69.02969117'
2143,2898,CHR102,Completed,5,7/19/2024,3,Yes,2,'5': '140.9156075'
2144,2898,BSF101,Cancelled,4,9/21/2024,3,No,3,'6': '77.65840257'
2145,2900,CHR101,Completed,4,10/19/2023,1,No,5,'6': '3.770756345'
2146,2900,DSK103,Cancelled,3,12/12/2023,4,No,3,'1': '121.6796261'
2147,2901,CHR101,Completed,3,5/17/2024,3,No,5,'9': '4.189729272'
2148,2902,DSK103,Completed,4,3/23/2024,3,No,3,'1': '136.8895794'
2149,2903,CHR101,Completed,4,1/19/2024,3,Yes,5,'6': '4.189729272'
2150,2904,CHR101,Cancelled,4,3/30/2024,4,No,5,'3': '3.724203797'
2151,2906,CHR101,Completed,3,5/28/2024,4,Yes,5,'2': '3.724203797'
2152,2907,BSF101,Completed,2,11/2/2023,1,No,3,'8': '69.89256231'
2153,2907,BSF101,Cancelled,2,12/27/2023,3,Yes,3,'9': '77.65840257'
2154,2909,CHR102,Cancelled,4,3/4/2024,1,No,2,'5': '126.8240468'
2155,2909,SCB101,Cancelled,2,5/22/2024,3,No,3,'5': '62.72919932'
2156,2910,SCB101,Completed,5,7/30/2024,4,Yes,3,'9': '55.75928829'
2157,2911,CHR101,Completed,5,11/6/2023,4,No,5,'7': '3.724203797'
2158,2911,SCB101,Cancelled,5,4/19/2024,3,No,3,'1': '62.72919932'
2159,2912,SCB101,Cancelled,2,10/10/2023,1,No,3,'1': '56.45627939'
2160,2914,DSK103,Cancelled,2,9/25/2023,1,No,3,'1': '123.2006214'
2161,2914,SCB101,Cancelled,4,6/8/2024,4,Yes,3,'7': '55.75928829'
2162,2915,SCB101,Completed,5,7/12/2024,3,No,3,'1': '62.72919932'
2163,2916,DSK103,Completed,2,12/9/2023,4,No,3,'6': '121.6796261'
2164,2916,CHR101,Completed,2,2/3/2024,1,No,5,'5': '3.770756345'
2165,2916,BSF101,Completed,5,5/30/2024,1,Yes,3,'1': '69.89256231'
2166,2917,CHR101,Completed,2,1/22/2024,1,No,5,'8': '3.770756345'
2167,2919,CHR102,Completed,2,2/7/2024,1,No,2,'1': '126.8240468'
2168,2919,SCB101,Completed,5,8/11/2024,3,No,3,'2': '62.72919932'
2169,2921,CHR102,Cancelled,3,10/30/2023,4,No,2,'5': '125.2583178'
2170,2921,CHR102,Completed,2,11/4/2023,3,No,2,'4': '140.9156075'
2171,2921,BSF101,Completed,4,2/11/2024,3,Yes,3,'5': '77.65840257'
2172,2922,BSF101,Completed,5,4/8/2024,3,No,3,'6': '77.65840257'
2173,2922,BSF101,Completed,4,4/15/2024,4,No,3,'6': '69.02969117'
2174,2922,SCB101,Completed,4,5/12/2024,4,No,3,'10': '55.75928829'
2175,2922,DSK103,Completed,4,9/9/2024,1,No,3,'5': '123.2006214'
2176,2923,DSK103,Completed,3,10/5/2023,3,No,3,'5': '136.8895794'
2177,2924,BSF101,Completed,3,12/20/2023,4,No,3,'4': '69.02969117'
2178,2924,BSF101,Cancelled,5,2/12/2024,3,No,3,'7': '77.65840257'
2179,2924,BSF101,Cancelled,2,7/20/2024,3,No,3,'7': '77.65840257'
2180,2926,DSK103,Completed,2,3/19/2024,3,No,3,'3': '136.8895794'
2181,2927,BSF101,Cancelled,4,2/4/2024,4,No,3,'3': '69.02969117'
2182,2927,CHR102,Cancelled,3,3/4/2024,3,Yes,2,'6': '140.9156075'
2183,2927,SCB101,Completed,5,5/17/2024,4,No,3,'5': '55.75928829'
2184,2927,CHR102,Completed,4,8/7/2024,4,No,2,'8': '125.2583178'
2185,2928,BSF101,Completed,5,5/7/2024,1,No,3,'6': '69.89256231'
2186,2930,DSK103,Cancelled,2,4/18/2024,4,Yes,3,'5': '121.6796261'
2187,2933,BSF101,Cancelled,2,9/24/2023,4,No,3,'7': '69.02969117'
2188,2935,BSF101,Completed,5,12/30/2023,3,Yes,3,'5': '77.65840257'
2189,2936,CHR101,Completed,2,2/11/2024,4,No,5,'1': '3.724203797'
2190,2936,BSF101,Completed,5,6/27/2024,3,No,3,'5': '77.65840257'
2191,2938,DSK103,Cancelled,4,11/16/2023,4,Yes,3,'8': '121.6796261'
2192,2943,CHR101,Completed,5,9/8/2024,3,Yes,5,'4': '4.189729272'
2193,2945,CHR101,Completed,3,11/6/2023,4,No,5,'9': '3.724203797'
2194,2945,BSF101,Completed,5,1/25/2024,1,No,3,'8': '69.89256231'
2195,2945,SCB101,Cancelled,2,6/3/2024,4,No,3,'8': '55.75928829'
2196,2947,BSF101,Completed,5,11/19/2023,3,No,3,'6': '77.65840257'
2197,2947,DSK103,Cancelled,3,5/19/2024,4,No,3,'3': '121.6796261'
2198,2952,CHR102,Completed,2,7/14/2024,1,No,2,'7': '126.8240468'
2199,2953,BSF101,Completed,5,11/21/2023,4,No,3,'8': '69.02969117'
2200,2953,BSF101,Completed,4,6/8/2024,3,Yes,3,'8': '77.65840257'
2201,2954,CHR101,Cancelled,2,3/30/2024,3,No,5,'8': '4.189729272'
2202,2955,SCB101,Completed,3,8/26/2024,1,No,3,'6': '56.45627939'
2203,2956,SCB101,Completed,2,4/24/2024,4,No,3,'5': '55.75928829'
2204,2959,SCB101,Completed,3,9/30/2023,1,Yes,3,'8': '56.45627939'
2205,2959,CHR102,Completed,3,10/20/2023,4,Yes,2,'10': '125.2583178'
2206,2959,BSF101,Completed,5,8/16/2024,3,Yes,3,'5': '77.65840257'
2207,2960,BSF101,Completed,3,10/17/2023,3,Yes,3,'7': '77.65840257'
2208,2961,CHR102,Cancelled,5,9/16/2024,4,No,2,'9': '125.2583178'
2209,2962,CHR102,Completed,3,1/18/2024,4,No,2,'8': '125.2583178'
2210,2962,SCB101,Completed,3,8/17/2024,3,Yes,3,'10': '62.72919932'
2211,2964,CHR101,Cancelled,4,12/13/2023,1,No,5,'7': '3.770756345'
2212,2964,BSF101,Completed,3,1/21/2024,3,No,3,'4': '77.65840257'
2213,2964,BSF101,Cancelled,5,2/3/2024,3,No,3,'2': '77.65840257'
2214,2965,BSF101,Cancelled,2,12/22/2023,1,No,3,'3': '69.89256231'
2215,2965,CHR101,Cancelled,2,8/18/2024,1,No,5,'8': '3.770756345'
2216,2966,CHR101,Cancelled,3,10/3/2023,1,Yes,5,'1': '3.770756345'
2217,2967,BSF101,Completed,2,10/14/2023,4,No,3,'7': '69.02969117'
2218,2967,CHR102,Cancelled,3,7/10/2024,4,Yes,2,'8': '125.2583178'
2219,2968,BSF101,Completed,5,5/19/2024,1,No,3,'6': '69.89256231'
2220,2969,BSF101,Completed,4,10/10/2023,1,No,3,'7': '69.89256231'
2221,2970,CHR102,Completed,2,8/6/2024,4,No,2,'8': '125.2583178'
2222,2971,BSF101,Cancelled,4,12/22/2023,1,No,3,'3': '69.89256231'
2223,2971,CHR102,Completed,4,4/14/2024,3,No,2,'5': '140.9156075'
2224,2971,BSF101,Completed,3,5/15/2024,3,Yes,3,'6': '77.65840257'
2225,2973,BSF101,Cancelled,3,9/26/2023,4,No,3,'9': '69.02969117'
2226,2973,BSF101,Cancelled,3,3/8/2024,1,No,3,'1': '69.89256231'
2227,2973,DSK103,Completed,5,6/7/2024,3,Yes,3,'9': '136.8895794'
2228,2974,BSF101,Completed,5,9/27/2023,1,No,3,'1': '69.89256231'
2229,2974,CHR101,Completed,3,10/30/2023,3,No,5,'7': '4.189729272'
2230,2974,CHR102,Completed,4,11/7/2023,4,Yes,2,'2': '125.2583178'
2231,2974,DSK103,Cancelled,5,5/10/2024,4,No,3,'1': '121.6796261'
2232,2976,BSF101,Completed,5,2/23/2024,3,No,3,'4': '77.65840257'
2233,2976,BSF101,Completed,2,5/18/2024,4,Yes,3,'2': '69.02969117'
2234,2978,SCB101,Completed,4,10/6/2023,3,No,3,'10': '62.72919932'
2235,2980,DSK103,Completed,3,4/24/2024,4,No,3,'9': '121.6796261'
2236,2980,DSK103,Cancelled,5,7/12/2024,3,No,3,'10': '136.8895794'
2237,2981,DSK103,Completed,5,4/16/2024,4,No,3,'3': '121.6796261'
2238,2982,SCB101,Completed,5,11/22/2023,1,Yes,3,'7': '56.45627939'
2239,2983,DSK103,Cancelled,2,9/29/2023,1,Yes,3,'4': '123.2006214'
2240,2984,CHR101,Completed,5,11/15/2023,4,No,5,'1': '3.724203797'
2241,2984,BSF101,Completed,3,1/29/2024,1,No,3,'8': '69.89256231'
2242,2984,CHR102,Completed,3,6/30/2024,3,No,2,'5': '140.9156075'
2243,2986,SCB101,Cancelled,3,4/13/2024,4,No,3,'2': '55.75928829'
2244,2987,SCB101,Cancelled,2,12/22/2023,3,No,3,'10': '62.72919932'
2245,2989,DSK103,Completed,4,10/18/2023,4,No,3,'6': '121.6796261'
2246,2989,DSK103,Completed,2,3/12/2024,4,No,3,'1': '121.6796261'
2247,2991,SCB101,Completed,3,4/3/2024,1,No,3,'1': '56.45627939'
2248,2991,CHR102,Completed,5,4/9/2024,1,No,2,'10': '126.8240468'
2249,2991,CHR102,Cancelled,4,6/14/2024,1,No,2,'8': '126.8240468'
2250,2993,DSK103,Completed,4,5/17/2024,1,No,3,'5': '123.2006214'
2251,2993,SCB101,Completed,3,7/22/2024,1,No,3,'7': '56.45627939'
2252,2995,CHR101,Completed,3,11/28/2023,4,Yes,5,'10': '3.724203797'
2253,2996,CHR102,Cancelled,2,12/14/2023,1,No,2,'2': '126.8240468'
2254,2996,BSF101,Completed,2,4/30/2024,3,Yes,3,'7': '77.65840257'
2255,2996,BSF101,Completed,5,6/22/2024,1,No,3,'10': '69.89256231'
2256,2997,DSK103,Completed,5,5/14/2024,1,No,3,'10': '123.2006214'
2257,2998,CHR101,Cancelled,2,10/29/2023,3,Yes,5,'5': '4.189729272'
2258,2998,CHR102,Cancelled,4,5/1/2024,3,No,2,'3': '140.9156075'
2259,2999,BSF101,Cancelled,3,8/1/2024,1,No,3,'10': '69.89256231'
2260,3000,DSK103,Cancelled,2,2/5/2024,3,No,3,'5': '136.8895794'
2261,3000,SCB101,Completed,3,3/29/2024,4,Yes,3,'6': '55.75928829'
2262,3001,SCB101,Cancelled,4,9/22/2024,1,No,3,'7': '56.45627939'
2263,3003,SCB101,Completed,4,10/28/2023,3,No,3,'4': '62.72919932'
2264,3004,BSF101,Completed,4,7/28/2024,1,Yes,3,'2': '69.89256231'
2265,3005,DSK103,Cancelled,2,5/2/2024,3,No,3,'1': '136.8895794'
2266,3007,BSF101,Completed,4,5/27/2024,1,No,3,'5': '69.89256231'
2267,3010,DSK103,Cancelled,2,4/28/2024,1,Yes,3,'9': '123.2006214'
2268,3012,SCB101,Cancelled,5,7/19/2024,3,No,3,'9': '62.72919932'
2269,3013,CHR101,Completed,2,6/6/2024,1,No,5,'3': '3.770756345'
2270,3013,BSF101,Cancelled,2,9/18/2024,4,No,3,'2': '69.02969117'
2271,3014,BSF101,Completed,2,3/21/2024,4,No,3,'2': '69.02969117'
2272,3017,CHR102,Completed,3,4/23/2024,3,No,2,'7': '140.9156075'
2273,3019,SCB101,Cancelled,3,11/19/2023,3,No,3,'2': '62.72919932'
2274,3019,BSF101,Cancelled,5,1/24/2024,4,No,3,'2': '69.02969117'
2275,3019,BSF101,Completed,4,6/16/2024,1,No,3,'6': '69.89256231'
2276,3020,SCB101,Completed,2,4/15/2024,3,No,3,'6': '62.72919932'
2277,3021,DSK103,Completed,5,5/22/2024,1,No,3,'10': '123.2006214'
2278,3021,CHR101,Completed,3,7/30/2024,4,No,5,'9': '3.724203797'
2279,3023,DSK103,Completed,4,12/13/2023,3,Yes,3,'10': '136.8895794'
2280,3024,SCB101,Completed,5,10/8/2023,4,No,3,'6': '55.75928829'
2281,3024,BSF101,Cancelled,4,6/17/2024,1,No,3,'6': '69.89256231'
2282,3026,CHR101,Completed,5,9/3/2024,1,Yes,5,'8': '3.770756345'
2283,3027,BSF101,Cancelled,2,7/21/2024,4,No,3,'7': '69.02969117'
2284,3029,BSF101,Completed,3,2/27/2024,4,No,3,'4': '69.02969117'
2285,3030,CHR101,Completed,2,12/3/2023,3,No,5,'4': '4.189729272'
2286,3031,CHR102,Completed,2,4/7/2024,4,No,2,'4': '125.2583178'
2287,3032,SCB101,Completed,2,2/26/2024,3,No,3,'1': '62.72919932'
2288,3035,DSK103,Completed,2,2/1/2024,4,No,3,'9': '121.6796261'
2289,3037,BSF101,Completed,5,1/12/2024,4,No,3,'3': '69.02969117'
2290,3037,BSF101,Cancelled,4,6/18/2024,1,No,3,'9': '69.89256231'
2291,3038,CHR102,Completed,5,4/14/2024,1,No,2,'9': '126.8240468'
2292,3038,CHR102,Cancelled,4,4/19/2024,1,No,2,'1': '126.8240468'
2293,3039,CHR102,Completed,5,11/10/2023,1,No,2,'3': '126.8240468'
2294,3039,CHR102,Completed,2,1/4/2024,4,No,2,'6': '125.2583178'
2295,3040,SCB101,Completed,2,9/6/2024,4,No,3,'3': '55.75928829'
2296,3041,CHR101,Completed,4,4/14/2024,1,Yes,5,'1': '3.770756345'
2297,3042,CHR101,Cancelled,3,12/19/2023,4,No,5,'4': '3.724203797'
2298,3043,DSK103,Completed,3,9/26/2023,4,No,3,'3': '121.6796261'
2299,3043,SCB101,Completed,4,10/19/2023,4,Yes,3,'3': '55.75928829'
2300,3043,DSK103,Completed,5,11/4/2023,4,No,3,'10': '121.6796261'
2301,3043,SCB101,Completed,2,1/7/2024,1,No,3,'2': '56.45627939'
2302,3043,CHR102,Completed,4,2/20/2024,4,Yes,2,'8': '125.2583178'
2303,3044,DSK103,Cancelled,4,12/24/2023,1,No,3,'8': '123.2006214'
2304,3044,SCB101,Cancelled,3,4/24/2024,3,Yes,3,'4': '62.72919932'
2305,3048,CHR102,Completed,2,3/3/2024,4,No,2,'6': '125.2583178'
2306,3050,SCB101,Cancelled,2,12/10/2023,1,Yes,3,'1': '56.45627939'
2307,3050,BSF101,Cancelled,5,6/12/2024,4,No,3,'9': '69.02969117'
2308,3051,BSF101,Completed,5,11/6/2023,4,No,3,'3': '69.02969117'
2309,3051,DSK103,Cancelled,5,12/30/2023,1,Yes,3,'3': '123.2006214'
2310,3053,SCB101,Completed,5,10/14/2023,1,No,3,'5': '56.45627939'
2311,3054,DSK103,Completed,5,5/18/2024,3,No,3,'10': '136.8895794'
2312,3056,CHR101,Completed,3,3/10/2024,4,No,5,'3': '3.724203797'
2313,3057,CHR101,Cancelled,3,11/3/2023,1,Yes,5,'7': '3.770756345'
2314,3057,CHR102,Cancelled,2,12/16/2023,4,No,2,'6': '125.2583178'
2315,3058,CHR101,Completed,2,10/3/2023,4,No,5,'6': '3.724203797'
2316,3059,DSK103,Cancelled,4,1/23/2024,3,No,3,'1': '136.8895794'
2317,3062,BSF101,Completed,4,7/2/2024,1,Yes,3,'6': '69.89256231'
2318,3066,SCB101,Completed,4,11/13/2023,4,No,3,'4': '55.75928829'
2319,3069,BSF101,Completed,5,12/4/2023,3,No,3,'2': '77.65840257'
2320,3071,DSK103,Completed,4,8/21/2024,1,No,3,'5': '123.2006214'
2321,3072,CHR102,Completed,3,6/8/2024,3,Yes,2,'2': '140.9156075'
2322,3074,CHR101,Cancelled,4,2/5/2024,4,No,5,'2': '3.724203797'
2323,3076,DSK103,Cancelled,5,5/31/2024,3,Yes,3,'6': '136.8895794'
2324,3077,SCB101,Completed,5,7/4/2024,4,No,3,'4': '55.75928829'
2325,3078,CHR101,Cancelled,5,6/29/2024,4,Yes,5,'1': '3.724203797'
2326,3080,SCB101,Cancelled,5,3/5/2024,4,No,3,'2': '55.75928829'
2327,3080,DSK103,Completed,3,8/14/2024,1,No,3,'3': '123.2006214'
2328,3082,CHR101,Cancelled,3,3/17/2024,3,No,5,'2': '4.189729272'
2329,3083,BSF101,Completed,4,5/14/2024,3,No,3,'3': '77.65840257'
2330,3085,DSK103,Completed,2,1/1/2024,4,No,3,'10': '121.6796261'
2331,3085,BSF101,Completed,3,9/2/2024,1,No,3,'9': '69.89256231'
2332,3086,CHR102,Completed,4,1/18/2024,1,No,2,'6': '126.8240468'
2333,3086,DSK103,Cancelled,3,5/14/2024,3,No,3,'3': '136.8895794'
2334,3091,SCB101,Completed,2,4/24/2024,4,No,3,'6': '55.75928829'
2335,3091,DSK103,Completed,5,7/10/2024,1,No,3,'1': '123.2006214'
2336,3092,CHR102,Cancelled,4,11/12/2023,4,No,2,'2': '125.2583178'
2337,3093,DSK103,Completed,2,11/8/2023,1,No,3,'2': '123.2006214'
2338,3093,BSF101,Cancelled,4,5/31/2024,1,Yes,3,'1': '69.89256231'
2339,3094,CHR101,Completed,3,1/10/2024,4,No,5,'8': '3.724203797'
2340,3094,CHR102,Cancelled,3,2/13/2024,4,No,2,'4': '125.2583178'
2341,3096,SCB101,Completed,5,3/7/2024,3,No,3,'9': '62.72919932'
2342,3098,CHR101,Completed,2,1/26/2024,3,No,5,'5': '4.189729272'
2343,3100,SCB101,Completed,5,2/12/2024,4,No,3,'5': '55.75928829'
2344,3101,SCB101,Completed,5,6/3/2024,4,Yes,3,'8': '55.75928829'
2345,3102,CHR102,Cancelled,5,7/3/2024,1,No,2,'7': '126.8240468'
2346,3103,CHR102,Completed,4,3/10/2024,1,Yes,2,'9': '126.8240468'
2347,3104,CHR102,Completed,4,9/25/2023,4,No,2,'6': '125.2583178'
2348,3104,CHR102,Completed,4,12/11/2023,4,No,2,'7': '125.2583178'
2349,3105,CHR102,Completed,3,7/8/2024,3,Yes,2,'3': '140.9156075'
